ID,Kingdom,PhylumDivision,Class,Order,Family,Genus,Species,CommonName,Nonindigenous,EarlyLifeMinerology,AdultMinerology,PugetSoundReference,EarlyLifeMineralReference,AdultMineralReference,SpeciesTaxonomyReference
450,Animalia,Mollusca,Gastropoda,Neotaenioglossa,Calyptraeidae,Crepidula,fornicata,Common Atlantic Slippersnail,Non-indigenous,"Amorphous, Aragonite",Aragonite,C. Mills,"Eyster 1986, Hasse et al 2000",Bandel in Carter 1990,ITIS
451,Animalia,Mollusca,Gastropoda,Neotaenioglossa,Calyptraeidae,Crepidula,plana,Limpet,Non-indigenous,"Amorphous, Aragonite",Aragonite,C. Mills,"Eyster 1986, Hasse et al 2000",Bandel in Carter 1990,ITIS
452,Animalia,Mollusca,Gastropoda,Neotaenioglossa,Calyptraeidae,Crepidula,nummaria,Slipper Snail,Non-indigenous,"Amorphous, Aragonite",Aragonite,Intertidal Marine Invertebrates of South Puget Sound,"Eyster 1986, Hasse et al 2000",Bandel in Carter 1990,ITIS
453,Animalia,Mollusca,Gastropoda,Neotaenioglossa,Calyptraeidae,Crepidula,perforans,"Western White Slipper Shell, Western White Slipper Snail",Non-indigenous,"Amorphous, Aragonite",Aragonite,WSU Beachwatchers,"Eyster 1986, Hasse et al 2000",Bandel in Carter 1990,ITIS
454,Animalia,Cnidaria,Anthozoa,Actiniaria,Actiniidae,Cribrinopsis,fernaldi,Crimson/Fernald Brooding Anemone,,No mineralization,No mineralization,Race Rocks; WDFW Subtidal Survey,Medina et al 2006,Medina et al 2006,ITIS
455,Animalia,Bryozoa,Gymnolaemata,Cyclostomata,Crisiidae,Crisia,occidentalis,,,Calcite,Calcite,"Walla Walla University; PSMEP_Benthic_Inverts(Trask, 1857)",Hayward and Ryland 1985,Smith et al 1998,ITIS
456,Animalia,Echinodermata,Asteroidea,Spinulosida,Solasteridae,Crossaster,papposus,Rose sea star,,Amorphous,"High Mg Calcite, Amorphous","Palsson, Smith 1976, Kyte 2001; PSMEP_Benthic_Inverts((Linnaeus 1767)); WDFW Subtidal Survey","Politi 2004, Fabry et al 2008","Dickson et al 2004, Dupont et al 08, Clark etal 09",ITIS
457,Plantae,Rhodophyta,Florideophyceae,Gigartinales,Cruoriaceae,Cruoria,profunda,,,No mineralization,No mineralization,Scagel et al 1989,Assumed no mineralization as none in adult,Bassi et al 2007,AlgaeBase
458,Plantae,Rhodophyta,Florideophyceae,Peyssonneliales,Peyssonneliaceae,Cruoriopsis,aestuarii,,,No mineralization,No mineralization,Scagel et al 1989,Assumed no mineralization as none in adult,Bassi et al 2007,AlgaeBase
459,Animalia,Mollusca,Polyplacophora,Neoloricata,Acanthochitonidae,Cryptochiton,stelleri,Gumboot chiton,,Aragonite,Aragonite,Palsson; WDFW Subtidal Survey,"Shanks 2001, Henry et al 2004",Lowenstam and Weiner 1989,ITIS
460,Animalia,Arthropoda,Maxillopoda,Sessilia,Coronulidae,Cryptolepas,rachianecti,Gray Whale Barnacle,,High Mg Calcite,High Mg Calcite,Race Rocks,Wilt et al 2003,"Nichols 2009, Lowenstam and Weiner 1989",ITIS
461,Animalia,Arthropoda,Malacostraca,Decapoda,Lithodidae,Cryptolithodes,typicus,Butterfly crab,,"High Mg Calcite, Amorphous","High Mg Calcite, Amorphous",Emerald Diving,"Spicer and Eriksson 2003, McLaughlin Lemaitre2000","Roer and Dillaman 1984, Dillaman 2005, Bosselman; even if no ACC in shell, likely ACC precursor",ITIS
462,Animalia,Arthropoda,Malacostraca,Decapoda,Lithodidae,Cryptolithodes,sitchensis,Turtle Crab,,"High Mg Calcite, Amorphous","High Mg Calcite, Amorphous",Race Rocks,"Spicer and Eriksson 2003, McLaughlin Lemaitre2000","Roer and Dillaman 1984, Dillaman 2005, Bosselman; even if no ACC in shell, likely ACC precursor",ITIS
463,Chromista,Cryptophyta,Cryptophyceae,Cryptomonadales,Cryptomonadaceae,Cryptomonas,_intentionally left blank,,,No mineralization,No mineralization,"Rita Horner, personal communication",Assumed no mineralization as none in adult,Okuda 2002,AlgaeBase
464,Animalia,Mollusca,Gastropoda,Neotaenioglossa,Naticidae,Cryptonatica,affinis,Arctic Moonsnail,,"Amorphous, Aragonite",Aragonite,Kozloff 1974; PSMEP_Benthic_Inverts((Gmelin 1791)),"Eyster 1986, Hasse et al 2000",Bandel in Carter 1990,ITIS
465,Animalia,Mollusca,Gastropoda,Neotaenioglossa,Naticidae,Cryptonatica,aleutica,Aleutian Moon Snail,,"Amorphous, Aragonite",Aragonite,Emerald Diving,"Eyster 1986, Hasse et al 2000",Bandel in Carter 1990,ITIS
466,Plantae,Rhodophyta,Florideophyceae,Halymeniales,Halymeniaceae,Cryptonemia,borealis,,,No mineralization,No mineralization,Scagel et al 1989,Assumed no mineralization as none in adult,Bassi et al 2007,AlgaeBase
467,Plantae,Rhodophyta,Florideophyceae,Halymeniales,Halymeniaceae,Cryptonemia,obovata,,,No mineralization,No mineralization,Scagel et al 1989,Assumed no mineralization as none in adult,Bassi et al 2007,AlgaeBase
468,Plantae,Rhodophyta,Florideophyceae,Ceramiales,Delesseriaceae,Cryptopleura,corallinara,,,No mineralization,No mineralization,Scagel et al 1989,Assumed no mineralization as none in adult,Bassi et al 2007,AlgaeBase
469,Plantae,Rhodophyta,Florideophyceae,Ceramiales,Delesseriaceae,Cryptopleura,lobulifera,,,No mineralization,No mineralization,Scagel et al 1989,Assumed no mineralization as none in adult,Bassi et al 2007,AlgaeBase
470,Plantae,Rhodophyta,Florideophyceae,Ceramiales,Delesseriaceae,Cryptopleura,ruprechtiana,,,No mineralization,No mineralization,Scagel et al 1989,Assumed no mineralization as none in adult,Bassi et al 2007,AlgaeBase
471,Plantae,Rhodophyta,Florideophyceae,Ceramiales,Delesseriaceae,Cryptopleura,violacea,,,No mineralization,No mineralization,Scagel et al 1989,Assumed no mineralization as none in adult,Bassi et al 2007,AlgaeBase
472,Plantae,Rhodophyta,Florideophyceae,Gigartinales,Dumontiaceae,Cryptosiphonia,woodii,,,No mineralization,No mineralization,Scagel et al 1989,Assumed no mineralization as none in adult,Bassi et al 2007,AlgaeBase
473,Animalia,Bryozoa,Gymnolaemata,Cheilostomata,Cryptosulidae,Cryptosula,pallasiana,,Non-indigenous,"Caclite, Aragonite","Calcite, Aragonite",C. Mills,"Ostrovskii 2004, Smith et al 1998; Young brood in calcified ovicell on adult",Smith et al 1998,ITIS
474,Animalia,Echinodermata,Asteroidea,Paxillosida,Goniopectinidae,Ctenodiscus,crispatus,Mud star,,Amorphous,"High Mg Calcite, Amorphous",Harvey et al 2010,"Politi 2004, Fabry et al 2008","Dickson et al 2004, Dupont et al 2008, Clark et al 2009",ITIS
475,Animalia,Echinodermata,Holothuroidea,Dendrochirotida,Cucumariidae,Cucumaria,miniata,Orange sea cucumber,,High Mg Calcite,High Mg Calcite,Palsson; WDFW Subtidal Survey,Lowenstam and Weiner 1989,Kingsley in Carter 1990,ITIS
476,Animalia,Echinodermata,Holothuroidea,Dendrochirotida,Cucumariidae,Cucumaria,piperata,,,High Mg Calcite,High Mg Calcite,"Laetz et al 1998, Gotshall 2005; PSMEP_Benthic_Inverts((Stimpson 1864))",Lowenstam and Weiner 1989,Kingsley in Carter 1990,ITIS
477,Animalia,Echinodermata,Holothuroidea,Dendrochirotida,Cucumariidae,Cucumaria,pseudocurata,Black Sea Cucumber,,High Mg Calcite,High Mg Calcite,Race Rocks,Lowenstam and Weiner 1989,Kingsley in Carter 1990,ITIS
478,Animalia,Echinodermata,Holothuroidea,Dendrochirotida,Cucumariidae,Cucumaria,pallida,Pallid Cucumber,,High Mg Calcite,High Mg Calcite,WSU Beachwatchers,Lowenstam and Weiner 1989,Kingsley in Carter 1990,WoRMS
479,Plantae,Rhodophyta,Florideophyceae,Nemaliales,Liagoraceae,Cumagloia,andersonii,,,No mineralization,No mineralization,Scagel et al 1989,Assumed no mineralization as none in adult,Bassi et al 2007,AlgaeBase
480,Plantae,Rhodophyta,Florideophyceae,Ceramiales,Delesseriaceae,Cumathamnion,sympodophyllum,,,No mineralization,No mineralization,Scagel et al 1989,Assumed no mineralization as none in adult,Bassi et al 2007,AlgaeBase
481,Animalia,Arthropoda,Malacostraca,Amphipoda,Cyamidae,Cyamus,kessleri,Gray Whale Lice,,"High Mg Calcite, Amorphous","High Mg Calcite, Amorphous",Race Rocks,Wilt et al 2003,"Roer Dillaman 1984, Dillaman 2005, Bosselman, Raz2002; even if no ACC in shell, likely ACC precursor",ITIS
482,Animalia,Cnidaria,Scyphozoa,Semaeostomeae,Cyaneidae,Cyanea,capillata,Lion's mane jellyfish,,Non-CaCO3 mineral,Non-CaCO3 mineral,Palsson,Assumed no CaCO3 structures as none in adult,Becker 2005,ITIS
483,Animalia,Mollusca,Bivalvia,Veneroida,Carditidae,Cyclocardia,ventricosa,Stout cyclocardia,,"Amorphous, Aragonite",Aragonite,"Mickelson, personal communication; PSMEP_Benthic_Inverts((Gould 1850))","Lee et al 2006, Weiss et al 2002",Taylor et al 1969,ITIS
484,Chromista,Bacillariophyta,Mediophyceae,Stephanodiscales,Stephanodiscaceae,Cyclotella,_intentionally left blank,Diatom,,Non-CaCO3 mineral,Non-CaCO3 mineral,"Rita Horner, personal communication",Assumed no CaCO3 structures as none in adult,Lowenstam and Weiner 1989,AlgaeBase
485,Animalia,Chordata,Aves,Anseriformes,Anatidae,Cygnus,columbianus,Tundra Swan,,Vertebrate,Vertebrate,Gaydos and Pearson 2011,Vertebrate,Vertebrate,ITIS
486,Chromista,Ochrophyta,Phaeophyceae,Ectocarpales,Corynophlaeaceae,Cylindrocarpus,rugosis,,,No mineralization,No mineralization,Scagel et al 1989,Assumed no mineralization as none in adult,Kraft et al 2004,AlgaeBase
487,Chromista,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Cylindrotheca,closterium,Diatom,,Non-CaCO3 mineral,Non-CaCO3 mineral,"Rita Horner, personal communication",Assumed no CaCO3 structures as none in adult,Lowenstam and Weiner 1989,AlgaeBase
488,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Cymathere,triplicata,Broad Leaf Kelp,,No mineralization,No mineralization,Race Rocks,Assumed no mineralization as none in adult,Kraft et al 2004,AlgaeBase
489,Animalia,Chordata,Actinopterygii,Perciformes,Embiotocidae,Cymatogaster,aggregata,Shiner perch,,Vertebrate,Vertebrate,"Chris Harvey, personal communication",Vertebrate,Vertebrate,ITIS
490,Animalia,Arthropoda,Malacostraca,Amphipoda,Cyphocarididae,Cyphocaris,challengeri,,,"High Mg Calcite, Amorphous","High Mg Calcite, Amorphous","Frost, unpublished; PSMEP_Benthic_Inverts(Stebbing 1888)",Wilt et al 2003,"Roer Dillaman 1984, Dillaman 2005, Bosselman, Raz 2002; even if no ACC in shell, likely ACC precursor",ITIS
491,Animalia,Chordata,Ascidiacea,Aplousobranchia,Clavelinidae,Cystodytes,lobatus,Lobed Ascidian,,No mineralization,Aragonite,Emerald Diving,Lowenstam 1989,Brookfield 1988,ITIS
492,Chromista,Ochrophyta,Phaeophyceae,Fucales,argassaceae,Cystoseira,geminata,,,No mineralization,No mineralization,Race Rocks,Assumed no mineralization as none in adult,Kraft et al 2004,AlgaeBase
493,Chromista,Bacillariophyta,Coscinodiscophyceae,Rhizosoleniales,Rhizosoleniaceae,Dactyliosolen,blavyanus,Diatom,,Non-CaCO3 mineral,Non-CaCO3 mineral,"Rita Horner, personal communication",Assumed no CaCO3 structures as none in adult,Lowenstam and Weiner 1989,AlgaeBase
494,Chromista,Bacillariophyta,Coscinodiscophyceae,Rhizosoleniales,Rhizosoleniaceae,Dactyliosolen,fragilissimus,Diatom,,Non-CaCO3 mineral,Non-CaCO3 mineral,"Rita Horner, personal communication",Assumed no CaCO3 structures as none in adult,Lowenstam and Weiner 1989,AlgaeBase
495,Animalia,Arthropoda,Branchiopoda,Diplostraca,Daphniidae,Daphnia,_intentionally left blank,,,"High Mg Calcite, Amorphous","High Mg Calcite, Amorphous",Shilshole - brackish,Wilt et al 2003; mostly a guess,Dalingwater and Mutvei in Carter 1990,ITIS
496,Animalia,Mollusca,Bivalvia,Ostreoida,Pectinidae,Delectopecten,vancouverensis,Scallop,,"Amorphous, Aragonite","Calcite, Aragonite",Kozloff 1974; PSMEP_Benthic_Inverts((Whiteaves 1893)),"Lee et al 2006, Weiss et al 2002",Checa et al 2007,ITIS
497,Plantae,Rhodophyta,Florideophyceae,Ceramiales,Delesseriaceae,Delesseria,decipiens,Winged Rib,,No mineralization,No mineralization,Emerald Diving,Assumed no mineralization as none in adult,Bassi et al 2007,AlgaeBase
498,Animalia,Annelida,Sedentaria,Canalipalpata,Sabellidae,Demonax,branchyona,Parasol Feater-Duster,,Non-CaCO3 mineral,Non-CaCO3 mineral,Race Rocks,Assumed no CaCO3 structures as none in adult,Lowenstam and Weiner 1989,ITIS
499,Animalia,Bryozoa,Gymnolaemata,Cheilostomata,Bugulidae,Dendrobeania,lichenoides,,,Calcite,Calcite,Emerald Diving; PSMEP_Benthic_Inverts((Robertson 1900)),"Ostrovskii 2004, Smith et al 1998; Young brood in calcified ovicell on adult",Smith et al 1998,ITIS
500,Animalia,Bryozoa,Gymnolaemata,Cheilostomata,Bugulidae,Dendrobeania,murrayana,,,Calcite,Calcite,Emerald Diving; PSMEP_Benthic_Inverts((Bean in Johnston 1847)),"Ostrovskii 2004, Smith et al 1998; Young brood in calcified ovicell on adult",Smith et al 1998,ITIS
501,Animalia,Mollusca,Gastropoda,Nudibranchia,Dendronotidae,Dendronotus,dalli,DallÆs dendronotid,,"Amorphous, Aragonite",No mineralization,Rudman 2017,"Eyster 1986, Hasse et al 2000",California Academy of Sciences,ITIS
502,Animalia,Mollusca,Gastropoda,Nudibranchia,Dendronotidae,Dendronotus,iris,Rainbow nudibranch,,"Amorphous, Aragonite",No mineralization,Palsson,"Eyster 1986, Hasse et al 2000",California Academy of Sciences,ITIS
503,Animalia,Mollusca,Gastropoda,Nudibranchia,Dendronotidae,Dendronotus,frondosus,Bushy-backed sea slug,,"Amorphous, Aragonite",No mineralization,Emerald Diving; PSMEP_Benthic_Inverts((Ascanius 1774)),"Eyster 1986, Hasse et al 2000",California Academy of Sciences,ITIS
504,Animalia,Mollusca,Gastropoda,Nudibranchia,Dendronotidae,Dendronotus,rufus,Red Frond-aeolis,,"Amorphous, Aragonite",No mineralization,Emerald Diving,"Eyster 1986, Hasse et al 2000",California Academy of Sciences,ITIS
505,Animalia,Mollusca,Gastropoda,Nudibranchia,Dendronotidae,Dendronotus,diversicolor,Variable Nudibranch/Multicolor Frond-Aeolis,,"Amorphous, Aragonite",No mineralization,Emerald Diving,"Eyster 1986, Hasse et al 2000",California Academy of Sciences,ITIS
506,Animalia,Mollusca,Gastropoda,Nudibranchia,Dendronotidae,Dendronotus,albus,White Frond-Aeolis/White Dendronotid,,"Amorphous, Aragonite",No mineralization,Emerald Diving,"Eyster 1986, Hasse et al 2000",California Academy of Sciences,ITIS
507,Animalia,Mollusca,Scaphopoda,Dentaliida,Dentaliidae,Dentalium,_intentionally left blank,,,Aragonite,Aragonite,Smith 1976,Shanks 2001,Furuhashi et al 2009,ITIS
508,Plantae,Chlorophyta,Ulvophyceae,Bryopsidales,Derbesiaceae,Derbesia,marina,,,No mineralization,No mineralization,Scagel et al 1989,Assumed no mineralization as none in adult,Blaxter et al 1980,AlgaeBase
509,Animalia,Echinodermata,Asteroidea,Spinulosida,Poraniidae,Dermasterias,imbricata,,,Amorphous,"High Mg Calcite, Amorphous",Mauzey et al 1968; PSMEP_Benthic_Inverts((Grube 1857)); WDFW Subtidal Survey,"Politi 2004, Fabry et al 2008","Dickson et al 2004, Dupont et al 08, Clark etal 09",ITIS
510,Plantae,Rhodophyta,Florideophyceae,Halymeniales,Halymeniaceae,Dermocorynus,occidentalis,,,No mineralization,No mineralization,Scagel et al 1989,Assumed no mineralization as none in adult,Bassi et al 2007,AlgaeBase
511,Chromista,Ochrophyta,Phaeophyceae,Desmarestiales,Desmarestiaceae,Desmarestia,herbacea,,,No mineralization,No mineralization,Race Rocks,Assumed no mineralization as none in adult,Kraft et al 2004,AlgaeBase
512,Chromista,Ochrophyta,Phaeophyceae,Desmarestiales,Desmarestiaceae,Desmarestia,munda,String Acid Hair,,No mineralization,No mineralization,Race Rocks,Assumed no mineralization as none in adult,Kraft et al 2004,AlgaeBase
513,Chromista,Ochrophyta,Phaeophyceae,Desmarestiales,Desmarestiaceae,Desmarestia,ligulata,Flattened Acid Kelp,,No mineralization,No mineralization,WSU Beachwatchers,Assumed no mineralization as none in adult,Kraft et al 2004,AlgaeBase
514,Chromista,Ochrophyta,Phaeophyceae,Desmarestiales,Desmarestiaceae,Desmarestia,aculeata,Witch's Hair,,No mineralization,No mineralization,WSU Beachwatchers,Assumed no mineralization as none in adult,Kraft et al 2004,AlgaeBase
515,Chromista,Ochrophyta,Phaeophyceae,Desmarestiales,Desmarestiaceae,Desmarestia,viridis,Stringy Acid Kelp/Green Acid Kelp,,No mineralization,No mineralization,WSU Beachwatchers,Assumed no mineralization as none in adult,Kraft et al 2004,AlgaeBase
516,Chromista,Ochrophyta,Phaeophyceae,Desmarestiales,Desmarestiaceae,Desmarestia,foliacea,,,No mineralization,No mineralization,Scagel et al 1989,Assumed no mineralization as none in adult,Kraft et al 2004,AlgaeBase
517,Chromista,Ochrophyta,Phaeophyceae,Desmarestiales,Desmarestiaceae,Desmarestia,kurilensis,,,No mineralization,No mineralization,Scagel et al 1989,Assumed no mineralization as none in adult,Kraft et al 2004,AlgaeBase
518,Plantae,Charophyta,Conjugatophyceae (Zygnematophyceae),Desmidiales,Desmidiaceae,Desmidium,_intentionally left blank,,,No mineralization,No mineralization,"Rita Horner, personal communication",Assumed no mineralization as none in adult,Blaxter et al 1980,AlgaeBase
519,Chromista,Bacillariophyta,Mediophyceae,Thalassiosirales,Thalassiosiraceae,Detonula,pumila,Diatom,,Non-CaCO3 mineral,Non-CaCO3 mineral,"Rita Horner, personal communication",Assumed no CaCO3 structures as none in adult,Lowenstam and Weiner 1989,AlgaeBase
520,Animalia,Arthropoda,Malacostraca,Amphipoda,Dexaminidae,Dexamonica,reduncans,Gammarid amphipod,,"High Mg Calcite, Amorphous","High Mg Calcite, Amorphous","Mickelson, personal communication",Wilt et al 2003,"Roer Dillaman 1984, Dillaman 2005, Bosselman, Raz 2002; even if no ACC in shell, likely ACC precursor",ITIS
521,Animalia,Arthropoda,Maxillopoda,Cyclopoida,Cyclopidae,Diacyclops,thomasi,,,No mineralization,No mineralization,Shilshole - brackish,Assumed no mineralization as none in adult,Fahrenbach 1994,ITIS
522,Animalia,Cnidaria,Anthozoa,Actiniaria,Haliplanellidae,Haliplanella,lineata,Anemone,Non-indigenous,No mineralization,No mineralization,C. Mills; Intertidal Marine Invertebrates of South Puget Sound,Medina et al 2006,Medina et al 2006,ITIS
523,Animalia,Bryozoa,Gymnolaemata,Cyclostomata,Diaperoeciidae,Diaperoecia,californica,,,Calcite,Calcite,Emerald Divers,Harmer 1894; guess from Harmer 1894,Smith et al 1998,ITIS
524,Animalia,Arthropoda,Malacostraca,Cumacea,Diastylidae,Diastylis,paraspinulosa,,,"High Mg Calcite, Amorphous","High Mg Calcite, Amorphous","Mickelson, personal communication; PSMEP_Benthic_Inverts(Zimmer 1926)",Wilt et al 2003,"Roer and Dillaman 1984, Dillaman 2005, Bosselman; even if no ACC in shell, likely ACC precursor",ITIS
525,Animalia,Arthropoda,Malacostraca,Cumacea,Diastylidae,Diastylis,pellucida,,,"High Mg Calcite, Amorphous","High Mg Calcite, Amorphous","Mickelson, personal communication; PSMEP_Benthic_Inverts(Hart 1930)",Wilt et al 2003,"Roer and Dillaman 1984, Dillaman 2005, Bosselman; even if no ACC in shell, likely ACC precursor",ITIS
526,Animalia,Mollusca,Gastropoda,Nudibranchia,Discodorididae,Diaulula,sandiegensis,"Ringed dorid, San Diego dorid",,"Amorphous, Aragonite",Calcite,Palsson,"Eyster 1986, Hasse et al 2000",Cattaneo-Vietti et 1995,ITIS
527,Chromista,Ochrophyta,Dictyochophyceae,Dictyochales,Dictyochaceae,Dictyocha,fibula,,,No mineralization,No mineralization,"Rita Horner, personal communication",Assumed no mineralization as none in adult,"Blaxter and Russell 1980, Nelson 2009",AlgaeBase
528,Plantae,Ochrophyta,Dictyochophyceae,Dictyochales,Dictyochaceae,Dictyocha,speculum,,,No mineralization,No mineralization,"Rita Horner, personal communication",Assumed no mineralization as none in adult,"Blaxter et al 1980, Nelson 2009",AlgaeBase
529,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Agaraceae,Dictyoneuropsis,reticulata,,,No mineralization,No mineralization,Scagel et al 1989,Assumed no mineralization as none in adult,Kraft et al 2004,AlgaeBase
530,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Agaraceae,Dictyoneurum,californicum,,,No mineralization,No mineralization,Scagel et al 1989,Assumed no mineralization as none in adult,Kraft et al 2004,AlgaeBase
531,Chromista,Ochrophyta,Phaeophyceae,Ectocarpales,Chordariaceae,Dictyosiphon,foeniculaceus,,,No mineralization,No mineralization,Scagel et al 1989,Assumed no mineralization as none in adult,Kraft et al 2004,AlgaeBase
532,Chromista,Ochrophyta,Phaeophyceae,Ectocarpales,Chordariaceae,Dictyosiphon,sinicola,,,No mineralization,No mineralization,Scagel et al 1989,Assumed no mineralization as none in adult,Kraft et al 2004,AlgaeBase
533,Chromista,Ochrophyta,Phaeophyceae,Dictyotales,Dictyotaceae,Dictyota,binghamiae,,,No mineralization,No mineralization,Scagel et al 1989,Assumed no mineralization as none in adult,Kraft et al 2004,AlgaeBase
534,Animalia,Chordata,Ascidiacea,Enterogona,Didemnidae,Didemnum,carnulentum,Pacific White Crust,,No mineralization,Aragonite,Emerald Diving,Lowenstam 1989,"Brookfield 1988, Lambert et al 1990",ITIS
535,Animalia,Chordata,Ascidiacea,Enterogona,Didemnidae,Didemnum,albidum,White Glove Leather,,No mineralization,Aragonite,Emerald Diving,Lowenstam 1989,"Brookfield 1988, Lambert et al 1990",ITIS
536,Plantae,Rhodophyta,Florideophyceae,Gigartinales,Dumontiaceae,Dilsea,californica,,,No mineralization,No mineralization,Scagel et al 1989,Assumed no mineralization as none in adult,Bassi et al 2007,AlgaeBase
537,Chromista,Miozoa,Dinophyceae,Dinophysiales,Dinophysiaceae,Dinophysis,acuminata,,,No mineralization,No mineralization,"Rita Horner, personal communication",Assumed no mineralization as none in adult,Blaxter et al 1980,AlgaeBase
